verse_id,text,chapter,z_gpt,z_dicta,z_berel,CFI,CFI_berel,shared_seam,seam_berel
Isa.1.11,למה לי רב זבחיכם יאמר יהוה שבעתי עלות אילים וחלב מריאים ודם פרים וכבשים ועתודים ,1,-1.096743774,-0.4231763196,-0.4224974945527541,-1.5199200936,-1.519241268552754,False,False
Isa.1.12,כי תבאו לראות פני מי בקש זאת מידכם רמס חצרי,1,-0.3246623407,-0.5068611298,0.4617423413072524,-0.8315234705,0.1370800006072524,False,False
Isa.1.13,לא תוסיפו הביא מנחת שוא קטרת תועבה היא לי חדש ושבת קרא מקרא לא אוכל און ועצרה,1,1.9763609061,-0.6227516024,-0.2674440366167961,1.3536093037,1.708916869483204,False,False
Isa.1.14,חדשיכם ומועדיכם שנאה נפשי היו עלי לטרח נלאיתי נשא,1,-0.5904212125,1.9796058506,-1.094496002087798,1.3891846381,-1.6849172145877982,False,False
Isa.1.15,ובפרשכם כפיכם אעלים עיני מכם גם כי תרבו תפלה אינני שמע ידיכם דמים מלאו,1,-0.8842298134,-0.2449527397,-0.5297098443243284,-1.1291825531,-1.4139396577243284,False,False
Isa.1.16,רחצו הזכו הסירו רע מעלליכם מנגד עיני חדלו הרע,1,0.3743557949,-0.5621072596,1.9548553525340464,-0.1877514646999999,2.3292111474340462,False,False
Isa.1.17,למדו היטב דרשו משפט אשרו חמוץ שפטו יתום ריבו אלמנה,1,1.6533746396,-1.4949973234,-0.6850054670505736,0.1583773161999999,0.9683691725494264,False,False
Isa.1.18,לכו נא ונוכחה יאמר יהוה אם יהיו חטאיכם כשנים כשלג ילבינו אם יאדימו כתולע כצמר יה,1,-1.1716698265,1.7856341866,-0.5227509480480349,0.6139643601,-1.694420774548035,False,False
Isa.1.19,אם תאבו ושמעתם טוב הארץ תאכלו,1,-0.2308121206,0.221892228,-0.5034557000103377,-0.0089198926,-0.7342678206103377,False,False
Isa.1.20,ואם תמאנו ומריתם חרב תאכלו כי פי יהוה דבר,1,-0.5133506775,-0.8428871447,1.49597616607694,-1.3562378222,0.98262548857694,False,False
Isa.1.21,איכה היתה לזונה קריה נאמנה מלאתי משפט צדק ילין בה ועתה מרצחים,1,-0.4650542131,-0.9388339126,-0.8954363270613771,-1.4038881257,-1.3604905401613772,False,False
Isa.1.22,כספך היה לסיגים סבאך מהול במים,1,1.8160985449,1.7797729819,0.8451459681353397,3.5958715268,2.6612445130353395,False,False
Isa.1.23,שריך סוררים וחברי גנבים כלו אהב שחד ורדף שלמנים יתום לא ישפטו וריב אלמנה לא יבוא,1,-0.9332230563,-0.5336207913,-0.5605868573164132,-1.4668438476,-1.4938099136164134,False,False
Isa.1.24,לכן נאם האדון יהוה צבאות אביר ישראל הוי אנחם מצרי ואנקמה מאויבי,1,0.2286242873,-0.5138403663,-0.6152795785497857,-0.2852160789999999,-0.3866552912497856,False,False
Isa.1.25,ואשיבה ידי עליך ואצרף כבר סיגיך ואסירה כל בדיליך,1,0.7583593835,1.9990319858,1.983101891124771,2.7573913693,2.741461274624771,False,False
Isa.1.26,ואשיבה שפטיך כבראשנה ויעציך כבתחלה אחרי כן יקרא לך עיר הצדק קריה נאמנה,1,-1.0631050138,-0.5430106854,-0.2537165588848135,-1.6061156992,-1.3168215726848136,False,False
Isa.1.27,ציון במשפט תפדה ושביה בצדקה,1,-1.3092906334,-0.6512399152,-0.5715569202156444,-1.9605305486,-1.8808475536156448,False,False
Isa.1.28,ושבר פשעים וחטאים יחדו ועזבי יהוה יכלו,1,0.3333509326,1.8928313422,-0.5060257458927685,2.2261822748,-0.1726748132927685,False,False
Isa.1.29,כי יבשו מאילים אשר חמדתם ותחפרו מהגנות אשר בחרתם,1,0.3371871183,-0.1048601965,1.9435398973791005,0.2323269217999999,2.2807270156791004,False,False
Isa.1.30,כי תהיו כאלה נבלת עלה וכגנה אשר מים אין לה,1,1.4731313017,-0.6791199941,-0.6356044988153157,0.7940113076,0.8375268028846844,False,False
Isa.1.31,והיה החסן לנערת ופעלו לניצוץ ובערו שניהם יחדו ואין מכבה,1,0.1177971337,1.3861370044,-0.0278007138305518,1.5039341381,0.0899964198694481,False,False
Isa.2.1,הדבר אשר חזה ישעיהו בן אמוץ על יהודה וירושלם,2,-0.5962594342,-0.7755151286,-0.5082395354971402,-1.3717745628000002,-1.1044989696971403,False,False
Isa.2.2,והיה באחרית הימים נכון יהיה הר בית יהוה בראש ההרים ונשא מגבעות ונהרו אליו כל הגו,2,-0.5811261616,-0.6333303957,-0.5312028322529679,-1.2144565573,-1.112328993852968,False,False
Isa.2.3,והלכו עמים רבים ואמרו לכו ונעלה אל הר יהוה אל בית אלהי יעקב וירנו מדרכיו ונלכה ב,2,-0.704415722,1.1409084138,-0.4406236113635435,0.4364926918,-1.1450393333635436,False,False
Isa.2.4,ושפט בין הגוים והוכיח לעמים רבים וכתתו חרבותם לאתים וחניתותיהם למזמרות לא ישא גו,2,-0.5703777029,-0.4488421014,-0.1495936029920096,-1.0192198043,-0.7199713058920096,False,False
Isa.2.5,בית יעקב לכו ונלכה באור יהוה,2,-0.6939705771,-0.5568042859,-0.6175205235919337,-1.250774863,-1.3114911006919336,False,False
Isa.2.6,כי נטשתה עמך בית יעקב כי מלאו מקדם ועננים כפלשתים ובילדי נכרים ישפיקו,2,0.1184450862,0.8805311558,1.9700657225717308,0.998976242,2.088510808771731,False,False
Isa.2.7,ותמלא ארצו כסף וזהב ואין קצה לאצרתיו ותמלא ארצו סוסים ואין קצה למרכבתיו,2,0.3208940148,-0.9394623504,-0.4938037877347101,-0.6185683356,-0.1729097729347101,False,False
Isa.2.8,ותמלא ארצו אלילים למעשה ידיו ישתחוו לאשר עשו אצבעתיו,2,-0.2477401322,0.2423235902,-0.6543924463826787,-0.0054165419999999,-0.9021325785826788,False,False
Isa.2.9,וישח אדם וישפל איש ואל תשא להם,2,0.3242417834,-0.5603867063,-0.5447259432761107,-0.2361449229,-0.2204841598761107,False,False
Isa.2.10,בוא בצור והטמן בעפר מפני פחד יהוה ומהדר גאנו,2,1.6337284073,1.7878346888,1.9976102691142288,3.4215630961,3.631338676414229,False,False
Isa.2.11,עיני גבהות אדם שפל ושח רום אנשים ונשגב יהוה לבדו ביום ההוא,2,-0.3880689179,-0.5577308024,-0.5065819090708871,-0.9457997203,-0.894650826970887,False,False
Isa.2.12,כי יום ליהוה צבאות על כל גאה ורם ועל כל נשא ושפל,2,-0.2844667064,-0.5034131834,-0.5137719296691529,-0.7878798897999999,-0.7982386360691529,False,False
Isa.2.13,ועל כל ארזי הלבנון הרמים והנשאים ועל כל אלוני הבשן,2,-0.9753160361,-0.4870402856,0.2447061529098772,-1.4623563217,-0.7306098831901228,False,False
Isa.2.14,ועל כל ההרים הרמים ועל כל הגבעות הנשאות,2,-0.7815065775,1.9021605289,1.5062922515012829,1.1206539514,0.7247856740012827,False,False
Isa.2.15,ועל כל מגדל גבה ועל כל חומה בצורה,2,1.6259223633,-0.6947657178,0.0551364762422075,0.9311566455,1.6810588395422077,False,False
Isa.2.16,ועל כל אניות תרשיש ועל כל שכיות החמדה,2,-0.7346486784,-0.5004838816,-0.4999503504068826,-1.23513256,-1.2345990288068829,False,False
Isa.2.17,ושח גבהות האדם ושפל רום אנשים ונשגב יהוה לבדו ביום ההוא,2,-0.409497886,-0.5114101617,-0.5025134381874183,-0.9209080477,-0.9120113241874184,False,False
Isa.2.18,והאלילים כליל יחלף,2,1.9837363542,1.999672695,1.9999890468802175,3.9834090492,3.9837254010802177,True,True
Isa.2.19,ובאו במערות צרים ובמחלות עפר מפני פחד יהוה ומהדר גאונו בקומו לערץ הארץ,2,-0.4480870134,-0.5446680293,-0.5170799059473378,-0.9927550427,-0.9651669193473378,False,False
Isa.2.20,ביום ההוא ישליך האדם את אלילי כספו ואת אלילי זהבו אשר עשו לו להשתחות לחפר פרות ו,2,-0.4712393947,-0.5910561962,-0.5256238184311733,-1.0622955909,-0.9968632131311732,False,False
Isa.2.21,לבוא בנקרות הצרים ובסעפי הסלעים מפני פחד יהוה ומהדר גאונו בקומו לערץ הארץ,2,-1.1857599949,1.9802811161,1.992416003045148,0.7945211212000001,0.8066560081451479,False,False
Isa.2.22,חדלו לכם מן האדם אשר נשמה באפו כי במה נחשב הוא,2,-0.5377845588,-0.5110896459,-0.5902963930116907,-1.0488742047,-1.1280809518116903,False,False
Isa.3.1,כי הנה האדון יהוה צבאות מסיר מירושלם ומיהודה משען ומשענה כל משען לחם וכל משען מי,3,-0.6337327431,-0.4990165785,-0.5466004953963077,-1.1327493216,-1.1803332384963077,False,False
Isa.3.2,גבור ואיש מלחמה שופט ונביא וקסם וזקן,3,1.8039324247,-0.5004255711,1.969804135296362,1.3035068536,3.7737365599963617,False,False
Isa.3.3,שר חמשים ונשוא פנים ויועץ וחכם חרשים ונבון לחש,3,0.0791183901,-0.558636625,-0.6043494596621859,-0.4795182349,-0.5252310695621859,False,False
Isa.3.4,ונתתי נערים שריהם ותעלולים ימשלו בם,3,-0.608273577,1.9906008632,-0.5412743514899935,1.3823272862000002,-1.1495479284899934,False,False
Isa.3.5,ונגש העם איש באיש ואיש ברעהו ירהבו הנער בזקן והנקלה בנכבד,3,-1.4585545251,-0.313485306,1.9990828908422855,-1.7720398311,0.5405283657422857,False,False
Isa.3.6,כי יתפש איש באחיו בית אביו שמלה לכה קצין תהיה לנו והמכשלה הזאת תחת ידך,3,0.2619597655,-0.5545026161,-0.6609053375904009,-0.2925428505999999,-0.3989455720904009,False,False
Isa.3.7,ישא ביום ההוא לאמר לא אהיה חבש ובביתי אין לחם ואין שמלה לא תשימני קצין עם,3,-0.2208634219,-0.7691083173,-0.5767193460551291,-0.9899717392,-0.7975827679551291,False,False
Isa.3.8,כי כשלה ירושלם ויהודה נפל כי לשונם ומעלליהם אל יהוה למרות עני כבודו,3,1.714162089,1.5187816559,1.9807534337529888,3.2329437449,3.694915522752989,False,False
Isa.3.9,הכרת פניהם ענתה בם וחטאתם כסדם הגידו לא כחדו אוי לנפשם כי גמלו להם רעה,3,-0.5878600168,0.5323239463,-0.4864256843062764,-0.0555360704999999,-1.0742857011062763,False,False
Isa.3.10,אמרו צדיק כי טוב כי פרי מעלליהם יאכלו,3,-0.781741427,-0.727424495,-0.5235756937491377,-1.509165922,-1.305317120749138,False,False
Isa.3.11,אוי לרשע רע כי גמול ידיו יעשה לו,3,-0.7083721491,-0.6906510442,-0.5054082714752925,-1.3990231933,-1.213780420575293,False,False
Isa.3.12,עמי נגשיו מעולל ונשים משלו בו עמי מאשריך מתעים ודרך ארחתיך בלעו,3,0.2374187869,1.9209948165,1.9999603248567088,2.1584136034,2.237379111756709,False,False
Isa.3.13,נצב לריב יהוה ועמד לדין עמים,3,1.8711715864,-0.4433722476,-0.5365611915403257,1.4277993388,1.3346103948596744,False,False
Isa.3.14,יהוה במשפט יבוא עם זקני עמו ושריו ואתם בערתם הכרם גזלת העני בבתיכם,3,-0.7072212806,-0.6642891324,-0.672077106523375,-1.371510413,-1.379298387123375,False,False
Isa.3.15,מלכם מה לכם תדכאו עמי ופני עניים תטחנו נאם אדני יהוה צבאות,3,-0.4857560935,-0.7058825062,-0.348639921800547,-1.1916385997,-0.834396015300547,False,False
Isa.3.16,ויאמר יהוה יען כי גבהו בנות ציון ותלכנה נטוות נטויות גרון ומשקרות עינים הלוך וטפ,3,-1.1017145604,0.1314917697,-0.3296225729004505,-0.9702227907,-1.4313371333004503,False,False
Isa.3.17,ושפח אדני קדקד בנות ציון ויהוה פתהן יערה,3,0.2264375571,-0.4318806724,-0.5003917183025917,-0.2054431153,-0.2739541612025916,False,False
Isa.3.18,ביום ההוא יסיר אדני את תפארת העכסים והשביסים והשהרנים,3,-0.8313865403,-0.6188814323,-0.5684267617625862,-1.4502679726,-1.3998133020625865,False,False
Isa.3.19,הנטיפות והשירות והרעלות,3,1.7062910759,1.9850879952,1.9856287607749847,3.6913790711,3.691919836674985,False,False
Isa.3.20,הפארים והצעדות והקשרים ובתי הנפש והלחשים,3,0.4985390846,-0.6487779115,-0.5453565659675326,-0.1502388268999999,-0.0468174813675325,False,False
Isa.3.21,הטבעות ונזמי האף,3,-0.6766982925,-1.0608369401,-0.9020470756832216,-1.7375352326,-1.5787453681832218,False,False
Isa.3.22,המחלצות והמעטפות והמטפחות והחריטים,3,-0.7110416075,1.8607946655,1.220095693616026,1.149753058,0.5090540861160259,False,False
Isa.3.23,והגלינים והסדינים והצניפות והרדידים,3,-0.8472331995,0.2666668139,1.2292917611284564,-0.5805663856,0.3820585616284564,False,False
Isa.3.24,והיה תחת בשם מק יהיה ותחת חגורה נקפה ותחת מעשה מקשה קרחה ותחת פתיגיל מחגרת שק כי,3,0.1831650353,-0.7879552131,-0.8164937986570197,-0.6047901778,-0.6333287633570197,False,False
Isa.3.25,מתיך בחרב יפלו וגבורתך במלחמה,3,-0.3899836724,-0.6512471425,-0.5000247188914687,-1.0412308149,-0.8900083912914687,False,False
Isa.3.26,ואנו ואבלו פתחיה ונקתה לארץ תשב,3,1.8468084779,1.9995422104,0.6042004939651643,3.8463506883,2.451008971865164,False,False
Isa.4.1,והחזיקו שבע נשים באיש אחד ביום ההוא לאמר לחמנו נאכל ושמלתנו נלבש רק יקרא שמך עלי,4,-0.5948863006,-0.5069521979,1.638518449831884,-1.1018384985,1.043632149231884,False,False
Isa.4.2,ביום ההוא יהיה צמח יהוה לצבי ולכבוד ופרי הארץ לגאון ולתפארת לפליטת ישראל,4,-0.5481709328,-0.5061077096,-0.778037212379299,-1.0542786424,-1.326208145179299,False,False
Isa.4.3,והיה הנשאר בציון והנותר בירושלם קדוש יאמר לו כל הכתוב לחיים בירושלם,4,-1.0023076334,-0.4520689182,-0.5124608227306706,-1.4543765516,-1.514768456130671,False,False
Isa.4.4,אם רחץ אדני את צאת בנות ציון ואת דמי ירושלם ידיח מקרבה ברוח משפט וברוח בער,4,1.7341760624,-0.4899061722,-0.5099793980178813,1.2442698902,1.2241966643821187,False,False
Isa.4.5,וברא יהוה על כל מכון הר ציון ועל מקראה ענן יומם ועשן ונגה אש להבה לילה כי על כל ,4,-0.0146085299,-0.5059774842,-0.4685767271410866,-0.5205860141,-0.4831852570410866,False,False
Isa.4.6,וסכה תהיה לצל יומם מחרב ולמחסה ולמסתור מזרם וממטר,4,-1.1008769434,1.9969063476,1.0593966090960023,0.8960294041999999,-0.0414803343039975,False,False
Isa.5.1,אשירה נא לידידי שירת דודי לכרמו כרם היה לידידי בקרן בן שמן,5,1.7319435981,-0.5314443686,-0.8261338893311825,1.2004992295,0.9058097087688176,False,False
Isa.5.2,ויעזקהו ויסקלהו ויטעהו שרק ויבן מגדל בתוכו וגם יקב חצב בו ויקו לעשות ענבים ויעש ,5,-0.8700162837,-0.4090910363,0.0926994765204387,-1.27910732,-0.7773168071795612,False,False
Isa.5.3,ועתה יושב ירושלם ואיש יהודה שפטו נא ביני ובין כרמי,5,0.0985993992,-0.9023112831,-0.8618859591755964,-0.8037118838999999,-0.7632865599755964,False,False
Isa.5.4,מה לעשות עוד לכרמי ולא עשיתי בו מדוע קויתי לעשות ענבים ויעש באשים,5,-0.3946062624,0.2201892633,1.8655701515289336,-0.1744169991,1.4709638891289338,False,False
Isa.5.5,ועתה אודיעה נא אתכם את אשר אני עשה לכרמי הסר משוכתו והיה לבער פרץ גדרו והיה למרמ,5,-0.6762237155,-0.5720468787,-0.2677860295927838,-1.2482705942,-0.944009745092784,False,False
Isa.5.6,ואשיתהו בתה לא יזמר ולא יעדר ועלה שמיר ושית ועל העבים אצוה מהמטיר עליו מטר,5,1.0116437876,1.4827149617,-0.2065464740593164,2.4943587493,0.8050973135406836,False,False
Isa.5.7,כי כרם יהוה צבאות בית ישראל ואיש יהודה נטע שעשועיו ויקו למשפט והנה משפח לצדקה וה,5,-0.7846583674,-0.7729911697,-0.5677088428353843,-1.5576495371,-1.3523672102353843,False,False
Isa.5.8,הוי מגיעי בית בבית שדה בשדה יקריבו עד אפס מקום והושבתם לבדכם בקרב הארץ,5,1.1181150636,0.1653848813,-0.1319195960865405,1.2834999449,0.9861954675134594,False,False
Isa.5.9,באזני יהוה צבאות אם לא בתים רבים לשמה יהיו גדלים וטובים מאין יושב,5,-1.115469678,-0.5995245434,-1.172221139888153,-1.7149942214,-2.287690817888153,False,False
Isa.5.10,כי עשרת צמדי כרם יעשו בת אחת וזרע חמר יעשה איפה,5,0.8361616434,-0.5671842011,1.5129803611859751,0.2689774423,2.349142004585975,False,False
Isa.5.11,הוי משכימי בבקר שכר ירדפו מאחרי בנשף יין ידליקם,5,0.1941595871,1.9840580973,-0.478496843115751,2.1782176844,-0.284337256015751,False,False
Isa.5.12,והיה כנור ונבל תף וחליל ויין משתיהם ואת פעל יהוה לא יביטו ומעשה ידיו לא ראו,5,-1.5503539254,-0.7497365559,-0.6615572930773324,-2.3000904813,-2.2119112184773324,False,False
Isa.5.13,לכן גלה עמי מבלי דעת וכבודו מתי רעב והמונו צחה צמא,5,0.5564151747,-0.80669811,-0.5434955501194518,-0.2502829353,0.0129196245805481,False,False
Isa.5.14,לכן הרחיבה שאול נפשה ופערה פיה לבלי חק וירד הדרה והמונה ושאונה ועלז בה,5,-0.5496316721,-0.1562030996,-0.3676371911967345,-0.7058347717,-0.9172688632967344,False,False
Isa.5.15,וישח אדם וישפל איש ועיני גבהים תשפלנה,5,-0.2327199911,-0.2958784053,1.9538983821574143,-0.5285983964,1.7211783910574143,False,False
Isa.5.16,ויגבה יהוה צבאות במשפט והאל הקדוש נקדש בצדקה,5,-0.5373659727,-0.6048628575,-0.6910432681675217,-1.1422288302,-1.2284092408675216,False,False
Isa.5.17,ורעו כבשים כדברם וחרבות מחים גרים יאכלו,5,1.951170687,1.9739633892,-0.064285714173153,3.9251340762,1.886884972826847,True,False
Isa.5.18,הוי משכי העון בחבלי השוא וכעבות העגלה חטאה,5,-0.655084472,-0.5237981365,-0.3923670106676145,-1.1788826085,-1.0474514826676145,False,False
Isa.5.19,האמרים ימהר יחישה מעשהו למען נראה ותקרב ותבואה עצת קדוש ישראל ונדעה,5,-0.1329267655,-0.1648058261,-0.8295062430693593,-0.2977325916,-0.9624330085693592,False,False
Isa.5.20,הוי האמרים לרע טוב ולטוב רע שמים חשך לאור ואור לחשך שמים מר למתוק ומתוק למר,5,-0.7818158837,-0.6653343066,-0.5801868852857213,-1.4471501903,-1.3620027689857213,False,False
Isa.5.21,הוי חכמים בעיניהם ונגד פניהם נבנים,5,0.0736770013,-0.6099188238,1.9990010672989835,-0.5362418225,2.072678068598984,False,False
Isa.5.22,הוי גבורים לשתות יין ואנשי חיל למסך שכר,5,-1.0226655856,-0.7407920097,-0.442489907280511,-1.7634575953,-1.465155492880511,False,False
Isa.5.23,מצדיקי רשע עקב שחד וצדקת צדיקים יסירו ממנו,5,0.434016087,1.8667808996,-0.8192896216162979,2.3007969866,-0.3852735346162979,False,False
Isa.5.24,לכן כאכל קש לשון אש וחשש להבה ירפה שרשם כמק יהיה ופרחם כאבק יעלה כי מאסו את תורת,5,0.4750840259,0.1937626034,-0.5019494441534605,0.6688466292999999,-0.0268654182534605,False,False
Isa.5.25,על כן חרה אף יהוה בעמו ויט ידו עליו ויכהו וירגזו ההרים ותהי נבלתם כסוחה בקרב חוצ,5,-1.1371691633,-0.7683699656,1.9997566579875128,-1.9055391289,0.8625874946875132,False,False
Isa.5.26,ונשא נס לגוים מרחוק ושרק לו מקצה הארץ והנה מהרה קל יבוא,5,1.4403146012,-0.5094750131,-0.5396998993576634,0.9308395881,0.9006147018423367,False,False
Isa.5.27,אין עיף ואין כושל בו לא ינום ולא יישן ולא נפתח אזור חלציו ולא נתק שרוך נעליו,5,-0.9896157667,-0.5767643827,-0.7963693648474587,-1.5663801494,-1.7859851315474586,False,False
Isa.5.28,אשר חציו שנונים וכל קשתתיו דרכות פרסות סוסיו כצר נחשבו וגלגליו כסופה,5,0.2118121144,-0.3302564589,0.5577924615608513,-0.1184443444999999,0.7696045759608513,False,False
Isa.5.29,שאגה לו כלביא ושאג ישאג ככפירים וינהם ויאחז טרף ויפליט ואין מציל,5,0.3461822634,1.9840882571,1.6889679487744729,2.3302705205,2.035150212174473,False,False
Isa.5.30,וינהם עליו ביום ההוא כנהמת ים ונבט לארץ והנה חשך צר ואור חשך בעריפיה,5,1.0707013977,-0.3900953638,-0.4307437446595046,0.6806060339,0.6399576530404953,False,False
Isa.6.1,בשנת מות המלך עזיהו ואראה את אדני ישב על כסא רם ונשא ושוליו מלאים את ההיכל,6,-0.745128076,-0.5599399467,-0.611914748923473,-1.3050680227,-1.357042824923473,False,False
Isa.6.2,שרפים עמדים ממעל לו שש כנפים שש כנפים לאחד בשתים יכסה פניו ובשתים יכסה רגליו ובש,6,-0.6364545288,-0.5417166539,-0.4816906985101865,-1.1781711827,-1.1181452273101864,False,False
Isa.6.3,וקרא זה אל זה ואמר קדוש קדוש קדוש יהוה צבאות מלא כל הארץ כבודו,6,-0.7539604753,-0.6484141085,-0.9813193892368454,-1.4023745838,-1.7352798645368457,False,False
Isa.6.4,וינעו אמות הספים מקול הקורא והבית ימלא עשן,6,1.0799304783,-0.2728188383,-0.05053816695597,0.8071116400000001,1.02939231134403,False,False
Isa.6.5,ואמר אוי לי כי נדמיתי כי איש טמא שפתים אנכי ובתוך עם טמא שפתים אנכי יושב כי את ה,6,-0.8954154511,-0.5897346854,-0.6210065216055565,-1.4851501365,-1.5164219727055563,False,False
Isa.6.6,ויעף אלי אחד מן השרפים ובידו רצפה במלקחים לקח מעל המזבח,6,1.3429435285,1.9860558461,1.9083454534779103,3.3289993746,3.2512889819779103,False,False
Isa.6.7,ויגע על פי ויאמר הנה נגע זה על שפתיך וסר עונך וחטאתך תכפר,6,-0.5481517847,-0.4615279451,-0.5324574602458186,-1.0096797298,-1.080609244945819,False,False
Isa.6.8,ואשמע את קול אדני אמר את מי אשלח ומי ילך לנו ואמר הנני שלחני,6,-0.2186449743,-0.5175251306,-0.5133757441869331,-0.7361701049,-0.7320207184869331,False,False
Isa.6.9,ויאמר לך ואמרת לעם הזה שמעו שמוע ואל תבינו וראו ראו ואל תדעו,6,1.0713800436,-0.9397044232,-0.6721742041697022,0.1316756204,0.3992058394302978,False,False
Isa.6.10,השמן לב העם הזה ואזניו הכבד ועיניו השע פן יראה בעיניו ובאזניו ישמע ולבבו יבין וש,6,-1.3058506282,-0.3138855766,-0.5055882124112051,-1.6197362048,-1.811438840611205,False,False
Isa.6.11,ואמר עד מתי אדני ויאמר עד אשר אם שאו ערים מאין יושב ובתים מאין אדם והאדמה תשאה ש,6,-0.5795183621,-0.7966226189,-0.633025080775833,-1.3761409809999998,-1.212543442875833,False,False
Isa.6.12,ורחק יהוה את האדם ורבה העזובה בקרב הארץ,6,0.5852493916,0.6722728058,1.9010700306181447,1.2575221974000002,2.486319422218145,False,False
Isa.6.13,ועוד בה עשריה ושבה והיתה לבער כאלה וכאלון אשר בשלכת מצבת בם זרע קדש מצבתה,6,1.6057149064,1.6563091847,0.0329800699094446,3.2620240911,1.6386949763094447,False,False
Isa.7.1,ויהי בימי אחז בן יותם בן עזיהו מלך יהודה עלה רצין מלך ארם ופקח בן רמליהו מלך ישר,7,-1.4719531117,-0.8557639461,-0.8169467572768888,-2.3277170578,-2.288899868976889,False,False
Isa.7.2,ויגד לבית דוד לאמר נחה ארם על אפרים וינע לבבו ולבב עמו כנוע עצי יער מפני רוח,7,0.1619459192,-0.5959333725,0.527200193420274,-0.4339874533,0.689146112620274,False,False
Isa.7.3,ויאמר יהוה אל ישעיהו צא נא לקראת אחז אתה ושאר ישוב בנך אל קצה תעלת הברכה העליונה,7,0.3735581006,-0.789243522,-0.7418404567655116,-0.4156854214,-0.3682823561655116,False,False
Isa.7.4,ואמרת אליו השמר והשקט אל תירא ולבבך אל ירך משני זנבות האודים העשנים האלה בחרי אף,7,-0.8885977944,-0.4588630738,-0.4905065261788648,-1.3474608682,-1.379104320578865,False,False
Isa.7.5,יען כי יעץ עליך ארם רעה אפרים ובן רמליהו לאמר,7,-0.1851311387,-0.4572166336,-0.5076899289508754,-0.6423477723,-0.6928210676508754,False,False
Isa.7.6,נעלה ביהודה ונקיצנה ונבקענה אלינו ונמליך מלך בתוכה את בן טבאל,7,1.2023783133,1.9980166811,1.999830973186163,3.2003949944,3.2022092864861627,False,False
Isa.7.7,כה אמר אדני יהוה לא תקום ולא תהיה,7,-1.5531688696,-0.5363373894,-0.5015990257567013,-2.089506259,-2.054767895356701,False,False
Isa.7.8,כי ראש ארם דמשק וראש דמשק רצין ובעוד ששים וחמש שנה יחת אפרים מעם,7,0.9962735063,-0.5090079441,-0.5015897448799063,0.4872655621999999,0.4946837614200937,False,False
Isa.7.9,וראש אפרים שמרון וראש שמרון בן רמליהו אם לא תאמינו כי לא תאמנו,7,0.2616679306,1.9869585754,1.7733217476435597,2.248626506,2.0349896782435595,False,False
Isa.7.10,ויוסף יהוה דבר אל אחז לאמר,7,-0.8896644489,-0.5803634691,0.4122492588856592,-1.470027918,-0.4774151900143407,False,False
Isa.7.11,שאל לך אות מעם יהוה אלהיך העמק שאלה או הגבה למעלה,7,1.041779464,-0.6267625039,-1.052506356822626,0.4150169601,-0.010726892822626,False,False
Isa.7.12,ויאמר אחז לא אשאל ולא אנסה את יהוה,7,-0.9312520224,-0.9179146432,-0.9497208248136404,-1.8491666656,-1.8809728472136404,False,False
Isa.7.13,ויאמר שמעו נא בית דוד המעט מכם הלאות אנשים כי תלאו גם את אלהי,7,-0.1520354744,0.1982872366,1.6058835710878647,0.0462517621999999,1.4538480966878646,False,False
